54395,54000,Nancy,commune,104387,189,270.0,352,Meurthe-et-Moselle,0.0,20.0,245400676,Métropole du Grand Nancy,Non,"['inondation', 'remonteeNappe', 'mouvementTerrain', 'retraitGonflementArgile', 'icu']",4.0,,,,,,,,,,,,,,,,,
75056,75000,Paris,commune,2113705,22,76.0,130,Paris,0.0,130.0,200054781,Métropole du Grand Paris,Oui,"['inondation', 'remonteeNappe', 'mouvementTerrain', 'retraitGonflementArgile', 'icu']",6.0,,,,,,,,,,,,,,,,,
